Date,Price,Open,High,Low,Vol.,Change %
6/4/2022,3169.58,3406.83,3406.87,3164.24,950.59K,-6.96%
5/4/2022,3406.78,3520.35,3554.54,3400.74,500.27K,-3.23%
4/4/2022,3520.41,3521.16,3544.92,3412.01,547.68K,-0.02%
3/4/2022,3521.10,3442.34,3579.82,3414.40,473.54K,2.29%
2/4/2022,3442.34,3456.18,3529.63,3436.79,629.29K,-0.40%
1/4/2022,3456.18,3282.33,3478.74,3215.33,649.92K,5.30%
31-03-2022,3282.35,3385.60,3444.43,3263.36,545.44K,-3.05%
30-03-2022,3385.64,3401.86,3445.98,3333.50,425.38K,-0.48%
29-03-2022,3401.89,3329.67,3481.23,3329.67,570.03K,2.18%
28-03-2022,3329.38,3295.73,3428.41,3275.32,628.91K,0.98%
27-03-2022,3297.04,3145.95,3297.40,3126.46,402.02K,4.80%
26-03-2022,3146.01,3103.43,3150.09,3085.80,244.28K,1.37%
25-03-2022,3103.51,3110.80,3192.73,3081.71,583.25K,-0.18%
24-03-2022,3109.25,3036.18,3126.37,3005.99,699.58K,2.41%
23-03-2022,3036.12,2969.64,3042.28,2925.78,536.63K,2.24%
22-03-2022,2969.64,2891.41,3048.32,2887.69,716.47K,2.70%
21-03-2022,2891.63,2861.66,2960.42,2830.38,546.61K,1.05%
20-03-2022,2861.69,2950.03,2962.19,2819.27,436.11K,-2.99%
19-03-2022,2949.92,2939.76,2984.00,2895.30,392.64K,0.35%
18-03-2022,2939.76,2812.29,2983.11,2768.65,1.59B,4.53%
17-03-2022,2812.29,2773.80,2832.61,2747.06,1.06B,1.38%
16-03-2022,2773.94,2617.43,2787.12,2603.80,1.79B,5.98%
15-03-2022,2617.43,2589.54,2667.61,2510.75,1.19B,1.09%
14-03-2022,2589.30,2516.75,2608.68,2500.12,991.82M,2.88%
13-03-2022,2516.75,2569.80,2600.65,2494.59,811.55M,-2.06%
12/3/2022,2569.80,2556.96,2612.33,2555.85,567.25M,0.50%
11/3/2022,2556.96,2606.50,2670.05,2525.20,1.28B,-1.90%
10/3/2022,2606.50,2726.94,2731.37,2559.90,1.46B,-4.42%
9/3/2022,2726.94,2577.21,2772.09,2569.13,1.52B,5.81%
8/3/2022,2577.21,2492.53,2623.99,2483.29,1.44B,3.40%
7/3/2022,2492.53,2549.40,2645.41,2447.74,1.58B,-2.23%
6/3/2022,2549.40,2665.42,2673.19,2542.19,881.09M,-4.35%
5/3/2022,2665.42,2622.15,2684.50,2592.07,709.87M,1.65%
4/3/2022,2622.15,2834.78,2835.94,2575.63,1.50B,-7.50%
3/3/2022,2834.91,2947.03,2967.90,2789.87,521.36K,-3.81%
2/3/2022,2947.14,2975.80,3041.84,2914.70,740.37K,-0.96%
1/3/2022,2975.81,2922.44,3036.59,2858.54,828.62K,1.82%
28-02-2022,2922.50,2616.34,2949.44,2574.12,899.19K,11.70%
27-02-2022,2616.34,2779.55,2834.61,2562.94,804.74K,-5.78%
26-02-2022,2776.96,2767.58,2856.01,2734.56,520.44K,0.34%
25-02-2022,2767.53,2596.52,2830.31,2573.39,828.87K,6.59%
24-02-2022,2596.52,2578.54,2732.02,2303.07,1.85M,0.71%
23-02-2022,2578.15,2637.38,2749.80,2578.15,636.50K,-2.20%
22-02-2022,2636.13,2569.19,2663.01,2501.40,841.13K,2.58%
21-02-2022,2569.87,2619.32,2755.58,2560.24,996.71K,-1.89%
20-02-2022,2619.32,2763.97,2764.46,2577.52,508.49K,-5.23%
19-02-2022,2763.81,2779.44,2829.20,2699.70,377.08K,-0.57%
18-02-2022,2779.56,2893.78,2943.14,2754.15,623.19K,-3.96%
17-02-2022,2894.03,3122.33,3159.83,2855.66,661.98K,-7.21%
16-02-2022,3118.90,3182.32,3184.88,3045.92,416.70K,-1.99%
15-02-2022,3182.27,2929.29,3193.18,2912.61,540.04K,8.64%
14-02-2022,2929.31,2871.06,2963.70,2834.13,477.24K,2.06%
13-02-2022,2870.25,2917.16,2952.94,2838.29,303.12K,-1.61%
12/2/2022,2917.10,2927.64,2984.72,2858.85,433.29K,-0.36%
11/2/2022,2927.63,3071.80,3136.33,2880.60,607.93K,-4.69%
10/2/2022,3071.83,3243.73,3277.36,3058.59,742.54K,-5.30%
9/2/2022,3243.62,3115.91,3266.41,3055.95,477.82K,4.10%
8/2/2022,3115.88,3139.65,3228.86,3029.70,664.45K,-0.77%
7/2/2022,3140.18,3056.29,3185.77,2995.59,568.42K,2.75%
6/2/2022,3056.20,3013.75,3073.23,2957.16,316.58K,1.41%
5/2/2022,3013.81,2994.74,3058.88,2963.11,473.62K,0.63%
4/2/2022,2994.99,2692.80,2994.99,2671.72,908.75K,11.22%
3/2/2022,2692.80,2680.66,2723.97,2579.80,549.27K,0.44%
2/2/2022,2681.00,2787.16,2809.57,2618.07,602.40K,-3.81%
1/2/2022,2787.16,2686.82,2808.60,2676.32,521.74K,3.73%
31-01-2022,2686.82,2602.71,2704.64,2478.85,601.73K,3.23%
30-01-2022,2602.77,2600.12,2636.04,2543.99,381.84K,0.11%
29-01-2022,2600.02,2545.95,2632.51,2520.14,484.18K,2.12%
28-01-2022,2545.95,2424.66,2556.34,2362.53,634.50K,5.00%
27-01-2022,2424.66,2462.25,2515.19,2317.30,774.54K,-1.49%
26-01-2022,2461.41,2458.07,2719.32,2405.66,1.05M,0.14%
25-01-2022,2458.07,2441.01,2504.32,2352.36,656.03K,0.70%
24-01-2022,2441.01,2540.81,2540.81,2161.55,1.56M,-3.93%
23-01-2022,2540.81,2412.52,2547.19,2373.85,766.83K,5.32%
22-01-2022,2412.52,2570.67,2621.21,2311.80,1.48M,-6.17%
21-01-2022,2571.29,3000.21,3032.69,2471.80,1.42M,-14.43%
20-01-2022,3004.72,3084.48,3270.71,2989.19,481.08K,-2.56%
19-01-2022,3083.65,3160.15,3173.63,3049.30,459.81K,-2.42%
18-01-2022,3160.15,3209.43,3242.47,3084.48,399.19K,-1.53%
17-01-2022,3209.35,3346.63,3356.45,3142.40,375.28K,-4.10%
16-01-2022,3346.59,3326.50,3388.22,3276.44,295.68K,0.57%
15-01-2022,3327.74,3307.84,3369.95,3265.41,292.10K,0.60%
14-01-2022,3307.90,3241.95,3341.24,3195.65,415.18K,2.16%
13-01-2022,3238.03,3370.87,3407.98,3234.97,462.81K,-3.94%
12/1/2022,3370.89,3238.22,3406.79,3208.00,530.96K,4.11%
11/1/2022,3237.89,3084.64,3262.78,3053.40,505.21K,4.94%
10/1/2022,3085.43,3150.27,3179.96,2931.68,804.38K,-2.06%
9/1/2022,3150.30,3079.89,3210.34,3060.47,415.87K,2.28%
8/1/2022,3080.02,3198.14,3244.46,3001.76,566.06K,-3.61%
7/1/2022,3195.31,3407.22,3413.26,3077.30,979.25K,-6.23%
6/1/2022,3407.77,3536.15,3550.19,3306.14,701.89K,-3.62%
5/1/2022,3535.86,3784.47,3846.44,3418.46,582.71K,-6.69%
4/1/2022,3789.52,3764.62,3889.07,3715.24,415.81K,0.67%
3/1/2022,3764.24,3830.70,3849.50,3682.48,338.51K,-1.73%
2/1/2022,3830.67,3765.67,3851.16,3718.33,242.55K,1.73%
1/1/2022,3765.67,3677.69,3775.20,3675.75,239.54K,2.39%
31-12-2021,3677.85,3709.38,3812.01,3623.74,405.65K,-0.85%
30-12-2021,3709.57,3629.33,3767.93,3589.64,355.72K,2.25%
29-12-2021,3627.93,3792.95,3825.97,3607.20,456.03K,-4.32%
28-12-2021,3791.69,4036.86,4036.86,3760.86,527.23K,-6.06%
27-12-2021,4036.24,4062.02,4125.22,4033.04,313.32K,-0.62%
26-12-2021,4061.27,4093.38,4104.23,4005.38,283.58K,-0.78%
25-12-2021,4093.14,4043.60,4136.03,4024.87,308.53K,1.23%
24-12-2021,4043.39,4110.20,4133.77,4024.24,353.85K,-1.62%
23-12-2021,4110.14,3979.57,4149.17,3895.89,573.18K,3.28%
22-12-2021,3979.54,4016.25,4072.40,3944.15,426.43K,-0.92%
21-12-2021,4016.59,3944.03,4058.76,3915.56,496.71K,1.98%
20-12-2021,3938.80,3925.46,3978.66,3757.42,531.11K,0.34%
19-12-2021,3925.34,3959.90,4025.36,3890.90,442.49K,-0.87%
18-12-2021,3959.83,3878.20,3993.05,3769.91,475.86K,2.10%
17-12-2021,3878.29,3957.12,3993.87,3702.33,654.90K,-1.98%
16-12-2021,3956.62,4019.57,4108.24,3955.46,512.12K,-1.56%
15-12-2021,4019.24,3860.51,4090.15,3649.69,821.22K,4.08%
14-12-2021,3861.55,3782.12,3879.43,3690.06,577.61K,2.11%
13-12-2021,3781.94,4131.47,4141.27,3673.19,891.67K,-8.47%
12/12/2021,4131.78,4078.17,4173.21,3988.29,360.45K,1.38%
11/12/2021,4075.66,3903.52,4094.92,3836.92,581.26K,4.41%
10/12/2021,3903.48,4107.20,4226.79,3894.03,798.12K,-4.97%
9/12/2021,4107.69,4435.74,4482.89,4078.14,642.17K,-7.40%
8/12/2021,4435.74,4307.08,4449.69,4229.63,574.33K,2.99%
7/12/2021,4307.08,4351.36,4424.20,4259.45,550.78K,-1.06%
6/12/2021,4353.31,4194.95,4373.23,3922.65,993.79K,3.78%
5/12/2021,4194.80,4118.27,4247.38,4036.00,707.69K,1.73%
4/12/2021,4123.46,4219.30,4237.56,3533.02,1.52M,-2.27%
3/12/2021,4219.30,4512.90,4646.73,4047.07,942.77K,-6.51%
2/12/2021,4512.90,4583.28,4629.75,4437.53,608.07K,-1.54%
1/12/2021,4583.28,4628.72,4778.14,4525.33,669.18K,-0.99%
30-11-2021,4628.90,4443.22,4749.12,4349.21,973.46K,4.18%
29-11-2021,4443.22,4296.98,4456.82,4280.18,532.66K,3.40%
28-11-2021,4296.98,4095.16,4297.63,3980.24,487.53K,4.94%
27-11-2021,4094.80,4037.06,4183.02,4029.06,370.73K,1.49%
26-11-2021,4034.53,4520.30,4548.10,3917.43,1.00M,-10.75%
25-11-2021,4520.30,4270.73,4549.74,4248.90,578.65K,5.77%
24-11-2021,4273.54,4340.23,4372.83,4172.19,595.96K,-1.54%
23-11-2021,4340.23,4086.73,4384.75,4064.17,684.35K,6.20%
22-11-2021,4086.95,4268.07,4311.46,4026.75,717.08K,-4.24%
21-11-2021,4268.08,4409.02,4422.60,4246.20,446.23K,-3.19%
20-11-2021,4408.85,4295.27,4434.27,4206.75,462.99K,2.64%
19-11-2021,4295.43,3996.29,4305.41,3978.08,571.96K,7.34%
18-11-2021,4001.87,4290.31,4342.74,3958.44,792.38K,-6.74%
17-11-2021,4290.88,4208.29,4298.30,4071.01,664.94K,1.97%
16-11-2021,4208.16,4562.97,4562.97,4115.31,1.12M,-7.78%
15-11-2021,4562.98,4625.71,4769.38,4543.47,495.96K,-1.35%
14-11-2021,4625.59,4644.40,4692.76,4514.95,340.96K,-0.41%
13-11-2021,4644.61,4665.76,4705.02,4585.37,290.27K,-0.49%
12/11/2021,4667.31,4720.50,4807.16,4511.96,634.59K,-1.13%
11/11/2021,4720.87,4633.98,4778.17,4578.66,418.61K,1.87%
10/11/2021,4634.03,4731.83,4864.06,4498.78,761.90K,-2.07%
9/11/2021,4731.83,4808.34,4836.69,4715.43,437.41K,-1.59%
8/11/2021,4808.38,4612.05,4822.97,4612.05,673.21K,4.26%
7/11/2021,4612.06,4517.27,4634.39,4502.70,337.81K,2.10%
6/11/2021,4517.36,4475.00,4526.75,4330.29,442.60K,0.95%
5/11/2021,4475.00,4534.96,4569.31,4439.67,409.75K,-1.33%
4/11/2021,4535.11,4601.93,4604.83,4421.87,495.86K,-1.46%
3/11/2021,4602.21,4586.96,4661.88,4458.87,634.68K,0.35%
2/11/2021,4586.06,4320.85,4598.38,4287.36,630.26K,6.14%
1/11/2021,4320.85,4287.41,4376.94,4157.51,574.26K,0.78%
31-10-2021,4287.56,4322.00,4393.61,4169.48,555.32K,-0.77%
30-10-2021,4320.65,4413.70,4428.41,4250.24,494.87K,-2.11%
29-10-2021,4413.70,4284.90,4458.30,4268.21,781.57K,3.01%
28-10-2021,4284.90,3921.54,4289.80,3896.33,865.80K,9.25%
27-10-2021,3921.93,4130.06,4299.61,3914.06,1.07M,-5.03%
26-10-2021,4129.51,4219.92,4291.98,4098.19,559.29K,-2.14%
25-10-2021,4219.92,4082.68,4234.76,4069.94,481.41K,3.36%
24-10-2021,4082.80,4168.80,4184.00,3965.84,507.63K,-2.06%
23-10-2021,4168.85,3970.94,4169.33,3938.79,487.03K,4.98%
22-10-2021,3970.94,4053.89,4164.11,3896.40,654.77K,-2.05%
21-10-2021,4054.16,4160.51,4366.91,4029.48,1.14M,-2.54%
20-10-2021,4159.89,3876.76,4168.12,3830.26,752.03K,7.30%
19-10-2021,3876.78,3745.46,3884.34,3733.78,488.60K,3.45%
18-10-2021,3747.60,3848.64,3892.01,3685.82,578.21K,-2.55%
17-10-2021,3845.47,3827.55,3917.56,3664.63,543.52K,0.47%
16-10-2021,3827.55,3869.05,3967.43,3804.55,527.61K,-1.02%
15-10-2021,3866.90,3790.34,3904.91,3735.21,721.14K,2.02%
14-10-2021,3790.41,3607.36,3820.47,3588.24,697.09K,5.08%
13-10-2021,3607.28,3491.08,3612.04,3416.00,557.18K,3.36%
12/10/2021,3489.90,3541.49,3545.35,3404.49,609.89K,-1.56%
11/10/2021,3545.06,3414.93,3622.53,3381.43,683.24K,3.81%
10/10/2021,3415.03,3574.52,3599.18,3409.22,767.49K,-4.45%
9/10/2021,3574.20,3559.96,3626.11,3541.40,464.11K,0.42%
8/10/2021,3559.42,3586.91,3668.35,3537.24,681.74K,-0.74%
7/10/2021,3586.00,3575.43,3650.18,3473.47,826.29K,0.30%
6/10/2021,3575.41,3515.35,3627.19,3345.56,1.05M,1.65%
5/10/2021,3517.26,3383.32,3540.83,3365.28,663.88K,3.97%
4/10/2021,3382.90,3417.26,3436.34,3273.22,826.83K,-1.01%
3/10/2021,3417.34,3388.83,3485.48,3346.63,642.59K,0.84%
2/10/2021,3388.97,3309.14,3467.95,3265.97,778.15K,2.41%
1/10/2021,3309.13,2999.86,3329.32,2972.75,1.14M,10.28%
30-09-2021,3000.59,2851.06,3047.08,2837.68,968.23K,5.23%
29-09-2021,2851.50,2807.15,2948.50,2784.66,728.86K,1.57%
28-09-2021,2807.28,2926.04,2969.18,2791.42,896.28K,-4.07%
27-09-2021,2926.24,3061.86,3163.86,2926.24,865.30K,-4.48%
26-09-2021,3063.51,2922.47,3113.65,2740.12,1.33M,4.82%
25-09-2021,2922.55,2928.59,2965.48,2812.70,975.49K,-0.21%
24-09-2021,2928.57,3152.92,3158.38,2740.06,1.74M,-7.12%
23-09-2021,3152.92,3077.80,3173.00,3035.96,841.54K,2.44%
22-09-2021,3077.78,2764.71,3087.97,2740.58,1.19M,11.45%
21-09-2021,2761.52,2976.70,3101.88,2659.71,1.79M,-7.21%
20-09-2021,2976.05,3328.49,3344.04,2931.64,1.72M,-10.61%
19-09-2021,3329.12,3435.92,3455.67,3282.85,614.00K,-3.11%
18-09-2021,3435.97,3398.55,3539.50,3371.33,600.19K,1.10%
17-09-2021,3398.65,3569.92,3592.20,3352.32,748.10K,-4.78%
16-09-2021,3569.43,3612.23,3672.68,3488.53,195.79K,-1.18%
15-09-2021,3611.90,3430.36,3612.29,3361.63,790.27K,5.34%
14-09-2021,3428.87,3284.65,3428.87,3270.91,720.34K,4.39%
13-09-2021,3284.52,3408.17,3429.24,3118.66,1.34M,-3.63%
12/9/2021,3408.28,3267.33,3469.50,3231.87,805.97K,4.31%
11/9/2021,3267.33,3209.37,3345.37,3202.41,732.95K,1.87%
10/9/2021,3207.27,3423.87,3512.90,3156.28,1.21M,-6.32%
9/9/2021,3423.51,3498.92,3564.30,3395.94,1.09M,-2.05%
8/9/2021,3495.10,3424.35,3557.67,3221.60,780.68K,2.10%
7/9/2021,3423.12,3926.84,3945.79,3061.30,2.47M,-12.84%
6/9/2021,3927.21,3950.20,3968.20,3867.55,764.56K,-0.59%
5/9/2021,3950.62,3885.40,3981.22,3834.74,714.16K,1.69%
4/9/2021,3884.97,3938.45,3968.33,3844.07,672.53K,-1.30%
3/9/2021,3936.29,3785.85,4024.89,3715.97,1.20M,3.96%
2/9/2021,3786.19,3826.90,3833.89,3723.42,928.70K,-1.21%
1/9/2021,3832.73,3429.65,3839.91,3384.82,1.48M,11.72%
31-08-2021,3430.74,3228.23,3467.42,3191.34,1.52M,6.36%
30-08-2021,3225.67,3222.43,3345.72,3145.53,966.58K,0.11%
29-08-2021,3222.16,3243.96,3282.21,3155.31,643.73K,-0.67%
28-08-2021,3243.90,3273.78,3284.58,3212.24,466.21K,-0.91%
27-08-2021,3273.58,3093.78,3279.93,3063.37,839.54K,5.82%
26-08-2021,3093.54,3228.03,3249.62,3057.48,118.44K,-4.17%
25-08-2021,3228.15,3172.12,3247.43,3080.70,923.13K,1.73%
24-08-2021,3173.26,3322.60,3357.99,3150.75,988.82K,-4.41%
23-08-2021,3319.49,3238.41,3375.42,3231.96,1.09M,2.49%
22-08-2021,3238.70,3224.17,3271.94,3128.98,747.65K,0.46%
21-08-2021,3223.96,3285.12,3307.33,3200.19,768.74K,-1.83%
20-08-2021,3284.21,3184.83,3300.36,3179.18,739.32K,3.12%
19-08-2021,3184.82,3016.92,3185.51,2962.04,844.13K,5.57%
18-08-2021,3016.91,3012.62,3124.51,2951.04,750.74K,0.08%
17-08-2021,3014.58,3147.67,3290.03,2993.63,1.06M,-4.23%
16-08-2021,3147.65,3307.96,3334.22,3138.37,859.09K,-4.87%
15-08-2021,3308.87,3264.56,3318.61,3115.34,782.81K,1.35%
14-08-2021,3264.69,3322.25,3328.38,3209.45,658.60K,-1.74%
13-08-2021,3322.43,3043.20,3324.53,3035.52,795.54K,9.16%
12/8/2021,3043.61,3160.17,3236.28,2981.35,965.63K,-3.79%
11/8/2021,3163.66,3140.86,3269.70,3122.67,950.12K,0.73%
10/8/2021,3140.71,3162.81,3232.02,3057.84,1.12M,-0.70%
9/8/2021,3162.93,3011.88,3184.84,2899.24,1.44M,5.01%
8/8/2021,3012.07,3158.30,3188.49,2949.66,1.25M,-4.62%
7/8/2021,3158.00,2889.58,3169.74,2867.58,64.84K,9.29%
6/8/2021,2889.43,2827.23,2946.62,2726.04,1.06M,2.20%
5/8/2021,2827.21,2725.28,2842.95,2533.51,1.65M,3.74%
4/8/2021,2725.29,2506.50,2766.46,2462.32,1.23M,8.72%
3/8/2021,2506.65,2608.01,2631.43,2445.49,158.45K,-3.89%
2/8/2021,2608.04,2556.07,2664.73,2513.51,970.67K,2.03%
1/8/2021,2556.23,2530.94,2696.38,2515.26,1.20M,0.95%
31-07-2021,2532.19,2461.08,2551.68,2421.70,507.08K,2.89%
30-07-2021,2460.95,2380.59,2467.40,2320.80,1.03M,3.36%
29-07-2021,2380.93,2299.46,2397.71,2269.15,642.75K,3.56%
28-07-2021,2299.11,2300.21,2343.49,2246.23,968.94K,-0.05%
27-07-2021,2300.22,2230.24,2318.68,2152.92,1.25M,3.17%
26-07-2021,2229.53,2189.74,2430.01,2174.44,1.89M,1.81%
25-07-2021,2189.79,2166.98,2195.03,2108.74,786.94K,1.76%
24-07-2021,2151.85,2124.00,2162.29,2106.71,907.11K,1.33%
23-07-2021,2123.61,2024.51,2129.66,2000.27,961.67K,4.89%
22-07-2021,2024.58,1994.61,2043.26,1952.31,1.02M,1.51%
21-07-2021,1994.49,1786.18,2029.51,1758.64,1.51M,11.67%
20-07-2021,1786.07,1818.07,1840.36,1720.70,1.20M,-1.76%
19-07-2021,1818.07,1891.43,1915.15,1807.19,802.78K,-3.93%
18-07-2021,1892.42,1898.01,1988.24,1881.60,829.77K,-0.29%
17-07-2021,1897.98,1877.00,1917.80,1851.97,623.52K,1.05%
16-07-2021,1878.20,1917.21,1960.21,1852.42,619.62K,-2.03%
15-07-2021,1917.21,1994.73,2038.91,1884.81,645.06K,-3.88%
14-07-2021,1994.64,1940.48,2017.99,1868.45,1.05M,2.78%
13-07-2021,1940.72,2035.09,2042.61,1920.62,717.85K,-4.64%
12/7/2021,2035.09,2139.44,2167.60,2008.66,540.10K,-4.87%
11/7/2021,2139.35,2110.90,2173.34,2081.62,724.84K,1.34%
10/7/2021,2111.12,2146.15,2191.30,2078.43,929.32K,-1.62%
9/7/2021,2145.89,2120.05,2185.62,2066.09,1.42M,1.21%
8/7/2021,2120.22,2316.21,2322.47,2095.92,1.82M,-8.48%
7/7/2021,2316.57,2322.74,2402.68,2296.43,1.32M,-0.26%
